id,username,text,label
679,Muchamad Rinaldi,"Yang ngomong ga perlu lockdown karena saudara anaknya istri/ suaminya belom kena corona.
beda dgn yg slh satu kluarga nya ada yg kena. nyawa/ kesehatan nomer satu.
ekonomi nomer seribu",positif
680,F T,"JANGAN TUNGGU SAMPAI ISTRI / IBU ANDA YG JD KORBAN DULU, SEGERA LAKUKAN LOCKDOWN TOTAL !!",negatif
681,Ahyana Wafil,semoga presiden  tidak  memerintahkan lockdown.  Kasihan rakyat miskin . Ajal itu takdir yg kuasa,netral
682,linna Linnaaja,Sya pasrahkan saja ke gusti Allah SWT. Temen2 sya yg kerja di kantor lain suda pada kerja di rumah lewat internet nah sya masi blum juga.,netral
683,Rudolf Hitler,Sering2 minum air jahe dan jus jambu biji!!,netral
684,Maryanto Kurniawan,Inilah Indonesia. Negara Serba Salah. Benar disalahin yg salah dibenarkan. WELCOME TO INDO,negatif
685,ã‚·ãƒ«ãƒ†ã‚£ãƒ‹ãƒ³ã‚°ã‚·ã‚£,"Belum byk yg kena dan blm byk yg meninggal, makanya pemerintah santai hahaha",negatif
686,Acok Joeng,"Tidak menerapkan lockdown di indonesia gk apa2, Kalau pemerintah bisa jamin tidak ada lagi korban jiwa akibat corona,,",positif
687,Khairi Zihny,Perlu lockdown.. klu lambat lockdown.. makin parah.. karena org indonesia  ramai... lebih cepat virus merebak.. jgn pikir..,positif
688,Military Hacker,Pilih Nyawa pak  bukan  pilih kekayaan,negatif
689,felicia rch,"masyarakat menderita, pemerintah bahagia ada Investasi ",negatif
690,M Bad.,Korsel aja yg lebih banyak belum ada lockdown la ini belum begitu banyak udah rame lockdown.  Kasian rakyat kecil yang gajinya habis dimakan hari itu aja.,negatif
691,Nisa Saniso,Tutup dki jakarta yg asn bisa kerja dirumah yg buruh kasar mau makan apa kalo di rumah..,negatif
692,a n,Lockdown. Mimpi. Rumah liar. Rumah di pinggir kali aja dibiarin aja. Padahal manusianya numpuk semua.,negatif
693,Tomi Wijayanto,"saya setuju lockdown, alasan nya supaya mencegah penyebaran yang lebih luas.
",positif
694,Tomi Wijayanto,"solusinya jaga diri, kurangi aktivitas di luar rumah, jaga kebersihan diri seperti cuci tangan pakai sabun antiseptik, serta taat aturan pemerintah demi kebaikan bersama",positif
695,si anying dri kiduk,"Jangan lockdown cuks, ga ada kerjaan yang miskin mau makan apa",negatif
696,Kity kAY,"Bagi  yang  cuma  bisa  nyalahin  pemerintah  tonton  tuh.  Tolong pikir ke depan, demi kebaikan bersama ",positif
697,Dwi,"Percuma di lockdown klo pd pulkam dan liburan...
Mlh jd melebar…",negatif
698,Es klamud Ijo,covid 19 itu hanya isu politik yang dibuat negara maju‚ sadar dong ... jgn mau di bodohi dgn hal2 tsb ... ,negatif
699,toni mk,"Bertindak dong pemerintah, jgn debat Mulu, gak guna",negatif
700,Awan Andy,"Coba jadi pahlawan untuk diri sendiri jaga kesehatan mu .. Jgn ke tempat yang ramai, keramas dulu cuci tangan sesering mungkin.. ",positif
701,Awan Andy, lockdown itu merusak pendapatan usah kecil pak atau bertambah besar dalam ekonomi... Liat malaysia lockdown mereka memborong semua di supermarket.. Kasihan wong kecil yg gak punya uang bingung,negatif
702,Yt Opowae,Maksudnya kalau lockdown itu pabrik2 besar juga di berhentikan jg kah.. karyawan di liburkan jg.. akses2 jg di tutup atau gmn.. ada yg bisa jelasin,netral
703,Robayani Burhan,Indonesia Wajib lockdown. krn skr masih banyak ortu ngajak  anak2 nya yg pd liburan sekolah keluar rumah/ jalan2 ke mana2 aja.,positif
704,agung setiadi,intinya kita banyak ketularan dari malaysia.. ..tutup akses dari malaysia,netral
705,Hadeuh,"Karena koruptor2 yg dari dulu selalu meraup uang negara, tdk digunakan utk kepentingan negara tp utk kantong sendiri menyebabkan kesulitan saat genting seperti ini. Semua fasilitas seperti rumah sakit, teknologi, produksi dll menjadi hambatan bsr...",positif
706,ciasisss,"jangan paksa kami untuk lockdown, kami butuh makan",negatif
707,delpin pilo,"Udh tutup aj kasusnya, cuma flu doang",negatif
708,Team Rocket,"Coba pikirkan akibat lockdown , mendingan bantu pemerintah kurangin penularan jgn keluyuran terus klo ga penting2 , biar ga nambah terus penularan , dan yg dirawat pelan2 pada sembuh , biar cpt selesai",positif
709,Randy Ref,Gmna ga meningkat Keterangan MENLU ada daftar 8 negara yg dilarang masuk ke sini tpi kenapa cina tdk masuk dftar. Bikin aturan tdk tegas. karyawan diliburkan 2 pekan Kenyataan nya cma pns yg diliburkan swasta masuk semua.,negatif
710,Raja Azrul,malaysia sudah mulai lockdown,netral
711,Rahma Wati,Bekerja dri rumah.. Yg kuli gmn y .. Yg cri mkn skrg d buat mkn sekrg.. Semoga segera berlalu,netral
712,rozi hanafi,Bekerja dari rumah... beribadah dari rumah... .itu namanya lockdown pak......,netral
713,rozi hanafi,"memang rakyat indonesia ini yang pada nakal, Dasar pada udik... malah liburan berduyun2 ke Puncak, Bogor dan Bandung. Mau Tuhan yang langsung jadi presiden Indonesia juga gak bakalan sehat Indonesia kalau penduduknya masih banyak yg tolol kyk gitu.",positif
714,achmad ardiansyah,Giliran udah kena  Banyak.... baru di Lockdown ( sekolah libur )!!! Lucu nya Negeri ini,negatif
715,Ifa's Kitchen,"Terkadang heran karena masih ada yang salahkan pemerintah/ presiden nya yg ini lah itulah
Padahal pemerintahan udah melakukan yg terbaik ,,karena pemerintah tau mereka gk boleh asal lockdown ,,jdi untuk masyarakat indo harus tau kalau pemerintah gk lockdown bukan karena mentingin diri sendiri. pemerintah bukan cuma mikirin satu orang aj ..tpi berjuta2 orang,, karena memang covid-19 udah pandemik, bukan cuma negara indo aja yang kena ,banyak negara2 lain juga",positif
716,Jay zaenul,Lockdown jakarta,netral
717,rezha firmansyah,Negara lain lockdown semenjak isu covid 19 wuhan negara indo malah penerbangan diskon hotel diskon resto discount alhasil yg begini ada yg lolos dari pengawasan jadi ujung nya menyebar covid 19 di negara +62,negatif
718,Abercio muttaqi,Semoga Pemerintah benar2 serius dan Cepat menangani penyebaran nya ,positif
719,Abercio muttaqi,"Jika dibiarkan seperti ini, niscaya Indonesia akan Lebih parah!! Sekolah di Liburkan tapi malah pada Liburan dan jalan2 masyarakat nya. Dan seharus buruh Di Liburkan juga. Tidak bisa membayangkan jika negara kita lebih parah dari cina dan italia, karna Rumah sakit di Negara ini tdk siap dan sangat terbatas Peralatan nya.",negatif
720,maung bandung,Udah banyak yang mati baru lockdown . Pemerintahan lemah,negatif
721,black moon,"klo ngga lockdown dr awal, pasien bisa tambah bnyak melebihi tenaga medis. tenaga medis smakin menyusut karena tertular ngga bisa kerja. klo smpe pasien lebih bnyak dr tenaga medis. baru lockdown itu sudah telat .INDONESIA berakhir",negatif
722,Risma yani,Daerah kami gak pernah d periksa gak ada alatnya,netral
723,sbobet lagi,"sebentar lagi puasa, semoga segera berakhir ini covid 19",netral
724,m Muhshi,"Tolong dibedain Lockdown sama di Liburan sekolah/ kantor, lockdown itu ya kita tinggal dirumah atau disuatu daerah gk boleh keluar atau masuk, biasanya nanti dikasih kepemimpinan ke militer kalau rakyat masih nakal, kalau sekarang kita masih diliburkan maklum orang pada kemana mana.",netral
725,king exe,Bandara internasional yg ditutup.. Sementara buat ngurangin.. Ayo pemerintah semangat dana cepat kerjanya,positif
726,novila Ifana,"Tuh bener saya tinggal di japan juga langkah* pemerintahannya kyk pak. jokowi saya udah 2 bln ngga keluar .  Sekedar belanja aja takut ,  trus di sini jg setiap rumah di wajibkan punya disinfeksi alkohol, sering* cuci tangan apalgi kalo abis dr luar. mencegah lebih baik trus ada yg minta lockdown*  Tp masih keluyuran sana* sini..  Duh duh please think about your selft and other.",positif
727,Dams YT,isolasi daerah yg terdampak bukannya lockdown. Dipikir emang indonesia dari sabang ke merauke satu daratan?,negatif
728,LNK.kepong kepong,Apa kah saya juga kena inveksi yah. Gejala yang saya alami saat ini radang tenggorokan demam rendah.,netral
729,World Peace,"Semuanya itu tergantung kesadaran individu, klo MEREKA SEMUA BISA jaga jarak, minimalisir kontak dengan orang lain, rajin cuci tangan, pake masker, dan stay di dalem rumah, penyebaran COVID bisa diminimalisir tanpa lockdown.",positif
730,kaluq,"Kalau Jakarta lockdown, warga Jakarta mau dapat bahan makanan dari mana? Sedangkan sumber bahan makanan Jakarta datang dari Jawa Barat.",netral
731,Anugerah Dewa,"Tunggu yg kena sdh ribuan baru di lockdown, bapak tidak ada ketegasannya sebagai presiden, gak inisiatif",negatif
732,Andrean Regas,"pak pak.. Kalau lockdown keluarga saya mau makan apa, bisa bisa kami mati bukan karena covid tapi karena kelaparan",negatif
733,rojih Rojih,"Makin bahaya aja korona semakin hari semakin bayak yg terinfeksi, kasihan",netral
734,Ridho Virgatama,"Indonesia gk akan siap menurut gw klw sampe lockdown, klw pemerintah siap utk suplai logistik kebutuhan",negatif
735,Zerico Co,"Sampai kpn ya ga kasihan rakyat nya, haRi ini malaysia sdh lockdown",negatif
736,Cahaya Baru,"Jangan hanya meningkatkan kapasitas rumah sakit, Tapi bagi Kami Rakyat Kecil gmn, Masker sekarang dimana2 kosong, bagaimana Kami mencegahnya... apakah di indonesia ingin pemecah rekor??
Selagi Covid19 belum tersebar luas kenapa tidak di adakan masker... apakah harus tunggu semua tertular virus baru di sediakan masker???  
Kenapa tidak dari sekarang aja",negatif
737,Frisca Balqis'tya,"Sebenernya kuncinya itu peduli, coba buat peduli dan Memang hidup mati manusia di tangan Tuhan, tapi tetep harus ada ikhtiar.",positif
738,Frisca Balqis'tya,"covid ini bukan tentang diri sendiri, ini menular.
Jangan sampai kaya kasus di Italia yg awalnya menyepelekan dan sudah terlanjur banyak sudah terlanjur susah ditanggani.
",positif
739,Frisca Balqis'tya,"Ayolah kita kerja sama, saling mendukung, bukan berbondong - bondong patuhi pemerintah.
Saling peduli dan mendoakan supaya kita sehat selalu dan tidak merugikan org lain.
Berdoa supaya Indonesia bisa menangani hal ini. Karena pemerintah ga akan bisa bekerja maksimal kalo ga ada kerja sama dari warganya.",positif
740,Frisca Balqis'tya,"Semoga Indonesia senantiasa dilindungi dari masalah ini, ",netral
741,Mugiwara,INI YG KENA VIRUS CORONA SENGAJA NULARIN KE ORG2!!!,netral
742,Mai Puspa,"Baik kalau belum Lockdown, tetapi apa upaya pemerintah utk mengatasi masyarakat yg bandel2 ini????!! ",netral
743,Mai Puspa, Mana menteri pertahanan dan bos2 nya militer kita untuk gebrakin masyarakat yg bandel ini. ,positif
744,Mai Puspa,"bagaimana dgn pedagang2 yg malah ambil keuntungan menaikkan harga seenaknya utk bahan makanan, masker, hand sanitizer, dll?? Harusnya dari yg kecil2 seperti ini juga harus diperhatikan, krna memang masyarakat blm siap utk lockdown terutama utk kelas menengah kebawah.",negatif
745,Anwar Anwar,"Ekonomi sudah begitu sulit malah di kasih aturan lockdown, mikir dong pemerintah, bagi yg cari uang 1 hari utk makan 1 hari gimana rasanya,. apa pemerintah mau tanggung biaya hidup.",negatif
746,gma,buat batasan keluar rumah dengan task force kali ya... ini bos2 pada nggak tanggap sama himbauan kerja dari rumah... huhu,positif
747,Ahmad Zaelani,"Gak apa2 rakyat mati yang penting ekonomi kita maju, sayang juga udah keluar duit buat bayar influencer 20 m ",negatif
748,Arum Sabil,"tidak perlu lockdown, kami lebih butuh makan untuk hidup",negatif
749,feri zonet,"jangan pikir ekonomi terus pikir kesehatan anda,  klo kena virus corona siapa yg rugi diri anda dan keluarga anda , harusnya ada tabungan sejak dini klo skrng siapa yg rugi",netral
750,Saifuddin Juhdi,"Tunggu kena satu pulau baru di lockdown ya pak ,,",negatif
751,audy nainggolan,Lockdown.. adakah media yg bisa menjelaskan secara rinci apa arti secara bahasa awamnya.. Lalu bagaimana kebijakan untuk masyarakat kelas menengah ke bawah.. ,netral
752,audy nainggolan,siapa yg menjamin ekonomi keuangan dan kecukupan makanannya.. sementara pemda sekelas kelurahan aja masa bodoh sama warga nya,negatif
753,F L66,Yg koment  lockdown.. coba aja lockdown rumah sendiri 1 minggu dulu baru  koment.....,negatif
754,Farel Radinka,"jangan mau lockdown, mati kelaparan ntar kalian",negatif
755,Herman Sule,makan tuh kesombongan dari awal menghindar selalu menutup nutupi rakyat kecil semakin menjerit,negatif
756,Siswandi Siswandi,"Saya gak pernah dapat bantuan covid 19
Kami rakyat kecil 
Dari desa bektiharjo Kec semanding kab TUBAN jatim 
Tolong kami pak presidenku 
Semenjak covid gk pernah dapat bantuan",negatif
757,Heru Udin,"Selama 2021 d tmpt sy udh gk ada bst,,, gmn nih????",netral
758,anak ranca paniisan,"Ia benar bnyk penerima pkh
Yang GX layak",negatif
759,Istiyah Hariyanto,"pk minko tlg tlg, kmn kerja bagian penyaluran dana bagi pasien mninggal covid, ahli waris sampek skrg udh hampir 1 thn lebih, dari romadhan tahn kmrin sampek skrg gk da dana santunan bles yg cair pak, tlg gmn ni yg paling penting dan harus d utamakan ini yg pasien mninggal covid, bagi ahli waris yg d tinggalkannya, malah bansos desa yg lancar itu cm sunnah pak, tlg lah monitor k bwahannya, mulai pengajuan yg 15 jt, sampek turun 5 jt, sampek skrg blm da nampaknyA bles kpd ahli waris, ni dari probolinggo, tlglah bantuannya yg seleftif",negatif
760,Fitri Yani,"Aku yang susah banget tidak pernah dapat yang kaya dapat terus, pemerintah gak adil dan tegas ",negatif
761,Nobilta Nih,Saya mau usul kenapa pedagang di bantu  namanya orang dagang kan mampu kenapa di bantu itu salah besar kan orang dagang orang kaya tidak mudeng,negatif
762,Wiji Ati,"Mas aiman, bagaimana sih caranya memprotes bst 300rb, sebab banyak yg salah sasaran. ada janda bulan januari februari2021 dapat, setelah pencarian untuk bulan maret april namanya dicoret.",negatif
763,Banyu Milih,"Bentuk tim buser pk ,jngan cma mngandalkan informasi atau yg saya denger, jangan planga plongo aja kerjanya",negatif
764,Taufik 877,BST  Yg benar cuma 2 bulan ( januari & februari ).?b,netral
765,Salon Reni salon,Bantuan tunai tiga ratus ribu.. Perbulan.  Apakah ada pengurangan anggota penerima. Kelompok kami ada yg tidak menerima. Mohon penjelasan nya bagi yg tida dapat yg dua buln sebelum bulan puasa,negatif
766,Firman Man,Saya ko ga lanjut dapet bst yang 300,netral
767,Ulumi Nauma,Maaf yang bst 300ribu apa bener itu d. kurangin kenapa sya kemarin gx dpet lg kata nya ada pengurangan,netral
768,Dandelion,Benar setuju...  Usut segera oknum2 seperti pemda,positif
769,Cantika Belva,heleh d desa q orang yg emas nya ampe pundak mlh dpt pkh yg miskin gk pnya rmh dsb gk dpt ap,negatif
770,Dea Saputri,"mf ko. pkh aku bln kemaren engga ke luar, gimana ini pemerintah, kok lambat sih geraknya",negatif
771,cinta Vusta,ah .....percuma anak saya masih sekolah tidak pernah dapat blt pkh atau pra kerja atau pulsa untuk anak sekolah itupun tidak dapat uh.... pusing karna saya banyak tunggakan di sekolah,negatif
772,lubis bisran,Saya selama 2021 belum dapat bantuan apapun. Sebelumnya dapat uang covid.,netral
773,JEA kontol,Omong kosong pemerintah,negatif
774,minas kntol,Di minas riau belum dapat di jalan yos sudarso..... wkwkwk,netral
775,Yumiko S Callysta,Maret ga dapat. katanya double sm April akhir maret. Tp ko blm ada smpe skrg.,negatif
776,Fitri Fitriyah,"Maaf sampai saat ini blm cair jg yg 300,, saya sangat membutuhkan",negatif
777,Devi Rajabsari,Knapa bulan ini kok blum keluar... Saya dri pertama covid 19 gk dpet sama sekali padahal dri RT lain mau orng yg berada atau gk itu dpet knapa saya gk ya memang blum ada anak tpie pkerjaan suami jga brkurang penghasilanya krena kenak psbb,negatif
778,Lilis HS,mf pa  dana apa pun yg di turun kan negara .hanya salah sasaran .yg punya di kasih yg miskin tidak. saya harap dari atas harus turun ke pedesaan ,negatif
779,Rustiyah Aja,Katanya bansos covid  tpi kami yg terpapar covid dan hrs isoman  gak dpt apa2 dri pemerintah ,negatif
780,kacer sekoci,Saya gak dpt pkh pdhl pnya ank sklh m anak balita mlah yg dpt pkh justru orang punya n kaya tu gmn y,negatif
781,BUL-BUL CHANNEL,"Saya hanya kasian sama para pedagang2 kecil, pedagang kaki lima, pedagang2 yg mangkal di sekolah2an, pedagang kantin, apalagi para pedagang yg lansia menjajakan dagangan dg gerobak dan sepeda ontel, berharap corona cepat selesai, penyebabnya karna bantuan2 yg tak tepat sasaran, dan percuma, selama keadaan seperti ini.",negatif
782,Rasimah Teteh,"Keponakan saya dapat PKH  uang nya , 3 bulan cuma dapat 200000",negatif
783,Dimas Wandi,"Jangan sering bagi bagi uang lah, cari solusi lain gitu, serang covid nya",negatif
784,Jeje Juju,Sy nggak dapat kk nya nga terdaftar,netral
785,Anggoro Saja,Banyak jenis bantuan tapi gak ada satu pun yg pernah ke tempatku,negatif
786,suyisno sukati,Bantuan sembako blm ada thn 2021,netral
787,Ami Jasngek,Gak semua dapat bansos gimana ini RT RW gak tanggung jawab,negatif
788,Nelis saadah,"Tolong di evaluasi yg penerima PKH..., kok kebanyakan orang 2 yg punya sedangkan yg miskin cuma nonton saja...",negatif
789,GOES,Bagi pejabat publik bansos adalah proyek menggiurkan karena bisa di korupsi,negatif
790,Dina Kusdiana,Mending lockdown karena bantuan tdk merata sedangkan dampak covid merata ... Ibarat kata kami sdh setengah mati,positif
791,Sandiaji Official,RT RW suka ngambil sembako berlebihan buat pribadi. Gak yang diatas gak yang dibawah sama sama korupsi,negatif
792,Mekar Permatha,Saya seorang janda nga pernah dpt bantuan apa2 saya anak saya pun gitu dpt tpi atm nya nga di kasih sampai berdebad di kelurahan ada atm nya tpi nga cair tpi saya cek di gugel masih aktif,negatif
793,Salim Salim,Ini sudah tidak adil... banyak pengusaha besi tua mendapatkan bansos berupa uang 300 rb... banyak warga miskin yg tdk mendapatkan....,negatif
794,Ucup Kecos,Bohong bgt bnyak yg kaga dapet... malah skrg yg biasanya dapet bansos malah kga dapet. .bukannya makin baik malah tambah hancur,negatif
795,Arrafi Bima,"Hhhhhh,,  bansos,, aneh coba di cek daerah khusus nya cileungsi bogor gak sesua data,,,  rt/ rw gak bener,,",negatif
796,Muhamad Padli,Saya gak pernah dapat. Blt..,negatif
797,Heri Jaya,"ini pemerintah dana bantuannya gak jelas, sudah banyak di korupsi",negatif
798,nenengelfrida Frida rsks,Pemerintah tlg lah bgmn sih mekanisme ny agar dpat bansos dr pemerintah jujur sy tdk prnah dpat bntuan apa pun se peser pun dr pemerintah sejak pandemi pdhl anak laki2 saya satu2 nya tulang punggung keluarga sdh gk krja.. krna sy org tua tunggal dgn 3 org ank.. kemaren coba urus UMKM tp sampe skrg gk cair2 tlg lah pemerintah data dr kk dn ktp sy jelas org tua tunggal tp kok iya gk prnh dapat apa2 gtu.. sementara tetangga yg notabene mampu tdk sprti sya dapat itu... mohon perhatian dr pemerintah bener2 bantuan ny tepat sasaran lah pak...,negatif
799,Mimie Ahmad,"Maaf ya pak.
Tpi saya belum pernah dapat bantuan bansos tuh",negatif
800,Zain Lukman,"Pamong desa tu di periksa tepat sasaran gak, coba cek pasti banyak korupsinya",negatif
801,monex raching,"Gak butuh bantuan bos
Yang di butuh kan adalah NORMAL biar bisa kerja yang tenang.
MOSOK INDONESIA TERSERAH WAE",negatif
802,Sherly Deviana,"saya gak menyalahkan mereka semua yg jujur amanah ""yg baik serta orang kaya yg dermawan psti ada"" merekaa yg menjalankan amanah ini agar "" di beri kelancaran dan kesehatan serta rezeki yg melimpah dan  di di lindungin dri apa pun",netral
803,Sherly Deviana,"itu blt bansos uang  atau apa pun untuk siapa"" untuk orang orang kaya atau mampu ""atau semuanya""' masa yg bantuan aja dulu ukm "" ktanya buat pedagang kecil kenyantaanya"" bnyak orang lain manfaatkan situasi bgini"" warung orang lain yg jual bukan dia sendri tpi orang lain masa dapat 'masa sih gak tahu' kan ada dta nya"" knapa langsung di kasih"" kan  psti semua ada prosedurnya juga tata caranya",negatif
804,Sherly Deviana,"uang tunai bansos juga sama aja"" yg saya mau hanya harus adil""'",netral
805,Sherly Deviana,"giliran:  ada  perlu  tetangga'' sesuatu minta tlong minta di bantuin"" orang itu kan duit pemerintah"" kecuali duit pribadi dri kelurahan atau mna pun''",negatif
806,Sherly Deviana,"punya tetangga pda diam diam aja gak di kasih tahu' takut iri kali sama saya"" apa yg d iriin sama saya gak punya apa apa'"" bnyak ko gak dapat teman saya ada di ciberko lebih parah"" ketahuan ada usahanya ukm gak prnah dapat juga yg lain lain",netral
807,Sherly Deviana,"apalagi kalau ktp jawa ya gak bakalan  dapat"" psti nanti ada yg gak suka"" tpi ini lah kenyantaan ngadu ke gusti allah sudah ink masalah keadillan: orang saya juga ngontrak 'ora punya punya apa""",negatif
808,Sherly Deviana,"mau ke dinsos takut yg ada di hina"" atau di tertawain ""kalau dapat ya gak apa apa kalau gak dapat ya psti kesal""' masa harus di beda bedakaan"" udah ktp sini cilegon"" kampungnya jawa"" gak prnah dapat",negatif
809,Sherly Deviana,"itu kan uang dri pemerintah""' andai kta saya dapat uang itu gak saya makan semua mlahan mau di bagi juga  yg gak mampu ""hidup itu harus saling berbagi'"" apalagi saya orang gak mampu"" harus saling berbagi kalau nunggu kaya kpan waktunya",netral
810,Sherly Deviana,"masa dri dulu bgitu sementara orang orang di bikinin kartu di kasih tahu "" saya mah gak' mau ke lurah takut  di buly apalagi ke rt'"" ya ada pling suruh sabar"" mungkin bukan rezekinya""",negatif
811,Sherly Deviana,"ya ksihan dong orang orang gak tahu 'apalagi gak mampu"" seharusnya di kasih tahu caranya ""jgan ini mah  di data cuma ktp doang sama kk"""" pas giliran  di data  gak bisa""",negatif
812,Sherly Deviana,"terutama untuk daerah cilegon' di data mah semua di data"" masa orang yg ngontrak"" orang yg kecil'
bingung"" mungkin bagi mereka orang orang yg mampu dan kaya"" duit segitu gak brarti"" tpi bagi saya brarti"" dri dulu gak pernah dapat'' sementara orang orang dapat 'ribet amat harus ada kartu keluarga sejahtera dan penerima manfaat bantuan sosial",negatif
813,Sherly Deviana,"jgan hanya pda diam aja hak orang miskin yatim piatu janda"" kenapa sih gak adil"" masa yg dapat orang orang mampu""""",negatif
814,Sherly Deviana,"gak jelas kejam banget"" gak rata bantuanya"" bilang ke pemerintah gak mungkin ada mentri dan kabinetnya''",negatif
815,Boy Reffie,Kalo kartu KIS dapat ga,netral
816,Adewijaya Adewijaya,Kemarin saya pas beras dapat dari RT ,positif
817,Dandi aditya,Saya ktp dki tempat masih ngontrak.. Tapi ga dapat bansos. Sedangkan yg punya rumah punya kontrakan dapet.. Saya bingung dengan permainan ini,negatif
818,maria pertiwi,"Tetangga ku yang dapat PKH itu terus. Yang dapat bansos maaf yang di senengi pak RT nya. Yang dapat siapa aja gak jujur. Yaa namanya manusia pasti jengkel dan irii lah aku. Tapi yaa mau gimana lagi 
 Trimo ing pandum . Beryukut berdoa dan bekerjaa. ",negatif
819,Dia Pitaloka,"ini gimana ketegasan pemerintah? Banyak dana yang tidak sampai ke rakyat miskin,  kurang tegas sih menurut aku",negatif
820,Kasto Kareno,"Jangan sampe bansos yg sudah2 di korupsi terulang kembali, dari warga kelurahan sukajadi, karawaci, tangerang.",positif
821,Princes Aura,Saya mau tanya nih serius.. apa iya merubah KK di anggap warga Bru dan tidak mendapatkan bantuan.. memangnya bantua covit berpengaruh sm warga baru kah?,netral
822,Heri Yanto,Saya jugak ada anak sekolah  s m a  tapi tidak dapat bantuan apapun,negatif
823,riri Akhad,Jangan melalui rt... mnding di ambil ke pos.. ga bs percay Klu dah di tangan rt,negatif
824,CHS PRO,kasus bansos kemarin selesaikan ya.... trus bansos skrng jgn dijadikan tembok pelupa,negatif
825,Rifah,Sy ibu rmh tga rmh sewa  janda dgn 4 anak   1  x pun dari  mulai yg katanya ada bansos dr thn2 sblmnya  dan  smpe sekarang blm pernah merima  bantuan appun  .. jd ya prctya tdk prcya ..tpp  smgt  brjuang ..wlupn  keadaan smkin sulit .,negatif
826,Yakub Al Jahid,Indonesia negara lucu... yang pengusaha2 dapet bantuan.... tapi yang pemulung.. pekerja proyek.. kuli pangul dll gak dapet bantuan..... aku kasih tau jadi atasan yang adil.... besok  ada hari perhitungan....,negatif
827,Nining Ninigimuz,Sudah gak dapat pkh. gak dapat bantuan anak sekolah... aduh.. dari sd sampe smp gak dapat. orang yang Kaya Kaya dapat terus..,negatif
828,Garsi ViLareaL Rere," sy warga yg rutin ga prnh dpt bntuan,.",negatif
829,idody_virgin,"Lagi lagi uang di korupsi, siap2 koruptor dapat uang haram lagi",negatif
830,Astri Suila,Kenapa sy punya kartu bansos tpi tida masuk bantuan beras,negatif
831,Hendri New,Sebelum nya minta maaf. kenapa yang dapat bantuan hanya orang2 itu terus. apa kah bantuan itu tidak merata. memberi bantuan itu harus merAta dan adil pak,negatif
832,Rinda Naibaho,Blm pernah dpt bantuan apapun  sebutir beras juga,negatif
833,Nelly Nelly,Yang pkh dapat bst gak pak ðŸ™,netral
834,Andi Andika,Tidak akan pernah akurat atau tepat sasaran bantuan seperti ini karena pemerintah indo yang gak tegas,negatif
835,Ekal Ekal,"Sebelum kovid dapet dari mna pak.. Siapa yg ngasih uang nya, kami yang miskin gak tau harus mengadu ke siapa, suara kami tidak pernah di dengar",negatif
836,Kesaksian Umat Kristen,"200 300 ni untuk apa..
Satu hari sj habis
Apa lagi kita di maluku yg hrga brang mahal kaya bgini...
Kalau bisa 700 ribu dong...",netral
837,Kesaksian Umat Kristen,"Dana 85,8 Triliun.
Ada yang sama sekali yg tdak dpt bantuan.
Trus sisa dana di kemanakan..???",negatif
838,Rahman Poso,Apakah tiga bantuan itu per kk atau satu macam mohon jelaskan pa.,netral
839,yulida husni lie,Ktnya klo kk baru gx terdaftar jdi gx dpet bansos uang tunai..,netral
840,Khaylatun Nisa,"Saya gax dapat bantuan/ PKH juga engga, saya orang miskin yang rumah aja masih kontrak",negatif
841,Labkom,yah mau apa lagi... dilapor juga serba salah... Pemerintah seolah tutup kuping sama keluh kesah warga terutama yg miskin,negatif
842,S Wahyudi,Di tunggu bansos nya area gresik jawa timur bagi kita yg blm dpt kerja nih habis kenak phk dan menganggur .kalau kerja ya kita gak butuh bansos .jangan phk mana bansos nya kami tunggu ksh tiap bulan lebih baik dan uang tunai .ambil di kelurahan .,negatif
843,ns prasetyaz,Selama ada covid belum pernah merasakan bantuan sama sekali padahal suami kena phk usaha merosot harusnya umkm survei dulu baru jadi tepat sasaran.,negatif
844,Bicael Chenelku,Dari awal covid 19 sampai sudah berganti tahun 2021 belum pernah saya merasakan dapat bansos atau apapun jenis bantuan nya buat meringankan rakyat kurang mampu seperti saya.ðŸ™ Saya tetap berdagang kelontong juga tidak ada bantuan .kalo ada sarana online mending saya daftar online.,negatif
845,Junior gaming,Pemerintah harus bisa bijak beri bantuan orang terdampak covid ,netral
846,Junior gaming,Punya keluarga covid sama sekali gak ada bantuan dr pemerintah,negatif
847,99 Info,"Saya gak dapat...
Mungkin kalo di cek dari pusat, langsung kelapangan mungkin lebih real...
Biar gk salah sasaran",negatif
848,Didi Saja,"saya tidak mau vaksin, kita hanya di bodohi pemerintah biar dapat cuan",negatif
849,Muhammad Firdaus,"ayo lah semua warga indonesia kita vaksin, ini juga demi kebaikan keluarga kita dan orang sekitar",positif
850,ali ci,hati hati di vaksin..,netral
851,ali ci,jangan mau di vaksin.. demi allah itu adalah buatan china..,negatif
852,Syamani Ani,Kabar nya ada yg koma habis di vaksin di daerah kelsel,netral
853,Habibi Bibi,"KEPADA PARA PAHLAWAN VAKSIN KORONA, KABUT DI PAGI HARI APAKAH ADA ZAT ATAU VIRUS BAIK UNTUK MELAWAN KORONA",netral
854,Luken Luken,Yang tanggung jawab siapa ?  jika ada kesalahan akibat di vaksin ? yang jelas doooong ?,negatif
855,Miss Aprillia,Finally semua akan kena corona pada waktunya‚,negatif
